X,Y,Z,formation
5231.477187152815,5702.111984539525,3799.265625,4
1547.4499871644166,201.78014561201962,3800.0,4
4688.99267926496,1161.3081370707077,3495.405029296875,4
9642.38419250057,7632.169155435675,3549.806396484375,4
2841.5373715629744,2872.813006505696,3516.72412109375,4
673.9574665921966,1881.469238015919,3800.0,4
8764.956412521662,3807.245394317235,3709.073974609375,4
5131.412878059927,1552.8734723857046,3544.484130859375,4
8010.580865919948,5359.181723257322,3618.6396484375,4
9908.984387457873,403.683235130198,3785.1572265625,4
3242.4320640949113,6856.866695435963,3800.0,4
417.17972818751116,3010.1465194592984,3800.0,4
146.27352824220452,1910.1459107722053,3800.0,4
7694.578719378115,7883.729038822756,3800.0,4
5196.536887579605,6675.340911125793,3800.0,4
4926.169375062625,1529.9374789612505,3522.158447265625,4
31.711167552942456,5336.586411354201,3800.0,4
2776.973733042076,776.4853479820734,3204.8583984375,4
2928.0939204947686,7931.73919956709,3800.0,4
9461.435334834252,2567.8603201907827,3799.208740234375,4
9160.31386732439,6266.915658881867,3545.476318359375,4
1232.8737952635438,5758.685139640357,3800.0,4
6109.14332666879,7788.515791825075,3800.0,4
4682.704060744282,5353.854418954467,3744.332275390625,4
9130.273914206462,1451.6505940213724,3778.82666015625,4
9875.329108598164,3064.3139048449307,3798.37255859375,4
6663.921049033288,5228.540672608614,3452.6943359375,4
3001.150047446366,3530.975979552882,3639.351318359375,4
7617.731904568675,1085.1041705712232,3720.1494140625,4
8009.844748694401,3552.3861918430366,3679.571044921875,4
8020.4969030161255,5833.718537385981,3660.135498046875,4
2575.9643530115895,7502.961508483371,3800.0,4
1354.881636779618,5188.064170811021,3800.0,4
1050.746012583641,2175.1816474074976,3800.0,4
3402.2921342219615,4877.587406316753,3800.0,4
2766.7928361046156,1406.1901242624479,3271.701171875,4
9326.056398865025,830.9275364431725,3775.42041015625,4
8479.299023481279,999.0028864930505,3753.249267578125,4
4821.29075234533,3548.308101147207,3426.1708984375,4
8965.801139036883,5409.551086151508,3571.466552734375,4
3882.355461139826,624.8265529519639,3364.002197265625,4
4996.120104332717,235.79498743031647,3495.599365234375,4
2485.986366707099,5382.347067812831,3800.0,4
9290.876771906529,1156.1578250627304,3778.248779296875,4
9226.11776728819,782.3040886853265,3772.496337890625,4
3930.237570621351,1213.477633690249,3409.083740234375,4
6573.675854710377,7672.695900900906,3800.0,4
4688.99267926496,1161.3081370707077,2951.338623046875,3
2841.5373715629744,2872.813006505696,2953.546875,3
2766.7928361046156,1406.1901242624479,2732.723388671875,3
3402.2921342219615,4877.587406316753,3200.0,3
1232.8737952635438,5758.685139640357,3200.0,3
5131.412878059927,1552.8734723857046,3010.709716796875,3
2485.986366707099,5382.347067812831,3200.0,3
1050.746012583641,2175.1816474074976,3200.0,3
3930.237570621351,1213.477633690249,2869.547119140625,3
9875.329108598164,3064.3139048449307,3200.0,3
5231.477187152815,5702.111984539525,3200.0,3
6663.921049033288,5228.540672608614,2916.524658203125,3
4682.704060744282,5353.854418954467,3167.638671875,3
2776.973733042076,776.4853479820734,2674.039306640625,3
8479.299023481279,999.0028864930505,3175.98583984375,3
5196.536887579605,6675.340911125793,3200.0,3
4821.29075234533,3548.308101147207,2900.209716796875,3
1547.4499871644166,201.78014561201962,3200.0,3
673.9574665921966,1881.469238015919,3200.0,3
7617.731904568675,1085.1041705712232,3149.365478515625,3
146.27352824220452,1910.1459107722053,3200.0,3
9290.876771906529,1156.1578250627304,3195.644287109375,3
3242.4320640949113,6856.866695435963,3200.0,3
